483. lambda=1043.193, deleting coordinate 195, |B|=11...
484. lambda=1030.922, adding coordinate 267, |B|=12...
485. lambda=1023.684, adding coordinate 580, |B|=13...
486. lambda=1020.842, deleting coordinate 264, |B|=12...
487. lambda=1018.708, deleting coordinate 887, |B|=11...
488. lambda=1015.155, adding coordinate 879, |B|=12...
489. lambda=1011.869, deleting coordinate 579, |B|=11...
490. lambda=1002.474, adding coordinate 193, |B|=12...
491. lambda=987.609, adding coordinate 887, |B|=13...
492. lambda=984.579, adding coordinate 583, |B|=14...
493. lambda=966.618, deleting coordinate 194, |B|=13...
494. lambda=963.650, deleting coordinate 884, |B|=12...
495. lambda=962.922, adding coordinate 57, |B|=13...
496. lambda=955.338, deleting coordinate 58, |B|=12...
497. lambda=949.529, deleting coordinate 580, |B|=11...
498. lambda=946.951, deleting coordinate 267, |B|=10...
499. lambda=944.883, adding coordinate 584, |B|=11...
500. lambda=933.659, deleting coordinate 583, |B|=10...
501. lambda=917.735, adding coordinate 285, |B|=11...
502. lambda=909.382, adding coordinate 190, |B|=12...
503. lambda=908.539, adding coordinate 596, |B|=13...
504. lambda=892.402, deleting coordinate 887, |B|=12...
505. lambda=879.646, adding coordinate 875, |B|=13...
506. lambda=878.786, adding coordinate 597, |B|=14...
507. lambda=876.168, deleting coordinate 596, |B|=13...
508. lambda=857.703, adding coordinate 739, |B|=14...
509. lambda=842.579, adding coordinate 80, |B|=15...
510. lambda=810.148, deleting coordinate 79, |B|=14...
